품목번호,업체,품목,과수,원산지,포장형태,상품명,입수,단량,제고/예비 생산 수량,수량,중량,바코드,상품명2,작업인원,작업시간,품종,원산지,바코드2,진열기간,입수*수량,작업난도,eta
231850,에브리데이,참다래 그린,135과,국내산,캡,135 캡 11,6,0.9,,21.0,108,2500000206955,제주참다래(팩),,,,,,,126.0,15.0,8.4
231605,이랜드,참다래 그린,105과,국내산,팩,105 1+1 4,10,0.8,,24.0,182,5013215,참다래 4~5입x2팩,,,,,,,240.0,15.0,16.0
231972,홈플러스마트,참다래 그린,105과,국내산,캡,105 캡 12,8,1.2,,10.0,92,8809919990035,국산_그린키위_9-13입(팩),,,,,,,80.0,15.0,5.333333333333333
231906,이마트,참다래 그린,105과,국내산,트레이,105 TR 22,1,2.1,"이마트 전용 자재
생산년도 : 2022년
합포장 O",210.0,441,2500000275548,(S) 참다래 그린키위 세트,,,,,,,210.0,15.0,14.0
231094,홈플러스마트,참다래 그린,87과,국내산,트레이,87 TR 22,1,2.5,"공통 디자인
생산년도 : 2022년
중량:2.4kg(22입)
비표 부착, 합포장 X",35.0,89,8809070627306,국산그린키위_세트,,,,,,,35.0,15.0,2.333333333333333
231963,이랜드,참다래 그린,65과,국내산,캡,65 캡 7,8,1.1,,3.0,26,5011872,왕참다래 6~7입팩,,,,,,,24.0,15.0,1.6
231938,이마트,참다래 그린,65과,국내산,캡,65 캡 7,8,1.3,재고 2,23.0,232,2500000087509,제주 그린키위/팩,,,,,,,184.0,15.0,12.266666666666667
231938,이마트,참다래 그린,95과,국내산,캡,95 캡 12,8,1.3,일요일 발주,35.0,353,2500000087509,제주 그린키위/팩,,,,,,,280.0,15.0,18.666666666666668
231610,트레이더스,참다래 그린,78과,국내산,캡,78 캡 18,4,2.3,,86.0,795,2500000113000,제주 그린키위 2.2kg(팩),,,,,,,344.0,15.0,22.933333333333334
231610,트레이더스,참다래 그린,78과,국내산,캡,78 캡 18,4,2.3,일요일 발주,119.0,1100,2500000113000,제주 그린키위 2.2kg(팩),,,,,,,476.0,15.0,31.73333333333333
