품목번호,업체,품목,과수,원산지,포장형태,상품명,입수,단량,제고/예비 생산 수량,수량,중량,바코드,상품명2,작업인원,작업시간,품종,원산지,바코드2,진열기간,입수*수량,작업난도,eta
279067,롯데마트,라임,200과,멕시코,KCP,200 SB 21,1,1.8,,14,26,2609960000006.0,멕시코라임(벌크),,,,,,,14.0,8.0,1.75
279045,롯데슈퍼,라임,200과,멕시코,팩,200 팩 3,4,0.3,,3,3,8801483021351.0,멕시코산라임3입/팩,,,,,,,12.0,8.0,1.5
279045,에브리데이,라임,200과,멕시코,팩,200 팩 3,4,0.3,,3,3,2500000091933.0,라임(3입/팩),,,,,,,12.0,8.0,1.5
279184,트레이더스,라임,200과,멕시코,봉지,200 봉 13,8,1.1,,13,119,2500000261244.0,멕시코산 라임 1kg(봉),,,,,,,104.0,8.0,13.0
279045,홈플러스마트,라임,200과,멕시코,팩,200 팩 3,6,0.3,,12,19,8801483021351.0,상큼한라임(멕시코산)_3입(팩)(240g내외),,,,,,,72.0,8.0,9.0
279045,홈플러스슈퍼,라임,200과,멕시코,팩,200 팩 3,3,0.3,,5,4,8801483021351.0,상큼한라임(멕시코산)_3입(팩)(240g내외),,,,,,,15.0,8.0,1.875
297600,에브리데이,아보카도,18과,칠레,캡,18 캡 5,4,1.1,,36,160,2500000298288.0,(C)대용량아보카도(5~6입/팩),,,,,,,144.0,12.0,12.0
297615,트레이더스,아보카도,18과,칠레,봉지,18 봉 8,6,1.8,재고 58,69,733,2500000306754.0,칠레산 아보카도 7-9입,,,,,,,66.0,8.0,8.25
272552,트레이더스,오렌지,40과,칠레,봉지,40 봉지 8,3,3.0,재고 66,55,495,2500000200113.0,칠레산 오렌지 2.5kg(봉),,,,,,,,,
296953,트레이더스,자몽,45과,이스라엘,소박스,35 소박스 9,1,4.1,재고 514,156,641,2500000337727.0,이스라엘 자몽 7-11입/박스,,,,,,,,,
296121,롯데슈퍼,자몽,48과,미국,봉지,48 봉 2,4,0.7,,40,107,8801483219307.0,미국산자몽2입/봉,,,,,,,160.0,12.0,13.333333333333334
270056,이마트,참다래 그린,65과,국내산,트레이,65+37 TR 10,1,3.1,샤인머스켓 선물세트,30,93,,,,,,,,,,,
277586,롯데슈퍼,레몬,140과,미국,봉지,140 봉 2,6,0.2,,13,19,8801483219314.0,미국산레몬2입/봉,,,,,,,78.0,12.0,6.5
277564,트레이더스,레몬,140과,미국,봉지,140 봉 18,6,2.2,재고 114,81,1064,2500000191046.0,미국산 레몬 15~19입/봉,,,,,,,,,
231963,이랜드,참다래 그린,65과,국내산,캡,65 캡 7,8,1.1,,1,9,5011872.0,왕참다래 6~7입팩,,,,,,,8.0,15.0,0.5333333333333333
231850,에브리데이,참다래 그린,115과,국내산,캡,115 캡 10,6,0.9,,101,521,2500000206955.0,제주참다래(팩),,,,,,,606.0,10.0,60.6
231964,엠패스트,참다래 그린,115과,국내산,팩,115 1+1 4,10,0.8,,1,8,5013215.0,국산 참다래 더블팩,,,,,,,10.0,10.0,1.0
231696,이랜드,참다래 그린,115과,국내산,팩,115 1+1 4,10,0.7,,8,56,5013215.0,참다래 4~5입x2팩,,,,,,,80.0,10.0,8.0
231610,트레이더스,참다래 그린,78과,국내산,캡,78 캡 18,4,2.3,예비 132,42,388,2500000113000.0,제주 그린키위 2.2kg(팩),,,,,,,,,
231899,이마트,참다래 그린,115과,국내산,캡,115 캡 14,8,1.2,,222,2167,2500000087509.0,제주 그린키위/팩,,,,,,,1776.0,10.0,177.6
261542,노브랜드,제주골드,41과,국내산,캡,41 캡 6,4,0.9,,22,75,2000000596228.0,제주 골드키위(팩),,,,,,,88.0,15.0,5.866666666666666
261528,이마트,제주골드,52과,제주골드,캡,52 캡 9,8,1.0,재고 9,56,448,2500000087523.0,제스프리 제주골드키위/팩,,,,,,,448.0,15.0,29.866666666666667
261298,롯데마트,제주골드,52과,제주골드,트레이,52 TR 20,1,2.2,작업 X,1,2,8801483003715.0,제스프리제주골드키위,,,,,,,1.0,,
261093,엠패스트,제주골드,52과,제주골드,트레이,52 TR 22,1,2.5,"공통 디자인, 진열기한X
생산년도 : 2022년",5,12,5019303.0,제스프리 제주 골드키위 선물세트,,,,,,,5.0,6.0,0.8333333333333334
261572,홈플러스마트,제주골드,59과,제주골드,트레이,59 TR 22,1,2.2,"공통 디자인
생산년도 : 2022년
중량:2.1kg(22입)
비표 부착
합포장 X",6,13,8809438334433.0,제스프리_제주골드키위_세트,,,,,,,6.0,6.0,1.0
293078,트레이더스,멜로골드,27과,미국,소박스,27 소박스 8,1,4.7,재고 301,68,322,2500000110597.0,미국산 메로골드자몽 7~9입/박스,,,,,,,,,
293250,롯데슈퍼,멜로골드,32과,미국,KCP,32 SB 10,1,5.0,초이스,36,180,2230840000009.0,미국산메로골드32과/개,,,,,,,36.0,8.0,4.5
293267,에브리데이,멜로골드,32과,미국,KCP,32 SB 6,1,3.0,"초이스, 스티커 10장씩",8,24,2500000117138.0,메로골드자몽,,,,,,,8.0,8.0,1.0
293244,홈플러스마트,멜로골드,36과,미국,봉지,36 봉지 4,6,1.8,초이스,22,235,8809529025370.0,메로골드(미국)_4-5입(봉),,,,,,,132.0,8.0,16.5
293154,홈플러스마트,멜로골드,27과,미국,벌크,27과 벌크,1,16.0,"초이스, 선별O",18,288,8809048475335.0,메로골드(미국)_개특대,,,,,,,18.0,1.5,12.0
293156,홈플러스슈퍼,멜로골드,36과,미국,벌크,36과 벌크,1,16.0,"초이스, 선별O",3,48,7121.0,메로골드(특)_(미국)개,,,,,,,3.0,1.5,2.0
261555,롯데슈퍼,제주골드,59과,국내산,캡,59 캡 9,6,0.9,,15,78,8801483003760.0,제스프리제주골드키위7~10입/팩,,,,,,,90.0,15.0,6.0
261556,에브리데이,제주골드,59과,국내산,캡,59 캡 9,6,0.9,,45,235,2500000206320.0,제주 골드키위(팩),,,,,,,270.0,15.0,18.0
261557,엠패스트,제주골드,59과,국내산,캡,59 캡 9,10,0.9,,1,9,8801483003760.0,제스프리 제주골드키위 팩,,,,,,,10.0,15.0,0.6666666666666666
