품목번호,업체,품목,과수,원산지,포장형태,상품명,입수,단량,제고/예비 생산 수량,수량,중량,바코드,상품명2,작업인원,작업시간,품종,원산지,바코드2,진열기간,입수*수량,작업난도,eta
105144,홈플러스마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,"60 ~ 280g
잔상 우선 사용!",18.0,144.0,8809172890059.0,호박고구마_1KG봉,,,,,,,144.0,12.0,12.0
105089,홈플러스슈퍼,호박 고구마(저장),상,국내산,봉지,상 봉지 700g,10.0,0.7,,4.0,28.0,9988.0,호박고구마_700G(봉),,,,,,,40.0,12.0,3.333333333333333
1050021,롯데마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,18.0,144.0,8801483775339.0,햇호박고구마(1kg/봉),,,,,,,144.0,12.0,12.0
117016,롯데슈퍼,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,19.0,152.0,8801483775339.0,호박고구마1KG,,,,,,,152.0,12.0,12.666666666666666
108045,이마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,12.0,1.0,,13.0,156.0,2500000274831.0,호박고구마(1kg/봉),,,,,,,156.0,12.0,13.0
105075,롯데마트,호박 고구마(저장),중,국내산,봉지,중 봉지 700g,8.0,0.7,,6.0,34.0,400267040007.0,한입호박고구마(700g/봉),,,,,,,48.0,12.0,4.0
108044,이마트,호박 고구마(저장),중,국내산,봉지,중 봉지 1kg,12.0,1.0,,5.0,60.0,2500000291333.0,한입 호박 고구마(1kg/봉),,,,,,,60.0,12.0,5.0
111243,홈플러스마트,일반 고구마(저장),중,국내산,봉지,중 봉지 1kg,8.0,1.0,30 ~ 100g,7.0,56.0,8807839013162.0,한입고구마_1KG(봉),,,,,,,56.0,12.0,4.666666666666667
111086,롯데마트,일반 고구마(저장),중,국내산,봉지,중 봉지 700g,10.0,0.7,,2.0,14.0,400312650007.0,한입밤고구마(700g/봉),,,,,,,20.0,12.0,1.6666666666666667
111237,이마트,일반 고구마(저장),중,국내산,봉지,중 봉지 1kg,12.0,1.0,,1.0,12.0,2500000291326.0,한입 밤고구마(1kg/봉),,,,,,,12.0,12.0,1.0
111185,홈플러스마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,"70 ~ 280g
잔상 우선 사용!",5.0,40.0,8809172890042.0,고구마_1KG(봉),,,,,,,40.0,12.0,3.333333333333333
111251,롯데마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,21.0,168.0,8801483775322.0,햇밤고구마(1kg/봉),,,,,,,168.0,12.0,14.0
111253,롯데슈퍼,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,11.0,88.0,8801483775322.0,고구마1KG,,,,,,,88.0,12.0,7.333333333333333
111238,이마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,12.0,1.0,,11.0,132.0,2500000274824.0,밤고구마(1kg/봉),,,,,,,132.0,12.0,11.0
111106,홈플러스마트,일반 고구마(저장),특,국내산,소박스,특 소박스 2kg,1.0,2.0,80 ~ 320g,69.0,138.0,8809048243248.0,해남땅끝고구마_2KG(박스),,,,,,,69.0,12.0,5.75
111137,롯데마트,일반 고구마(저장),특,국내산,벌크,특 벌크 8kg,8.0,8.0,,1.0,64.0,2372000000006.0,햇밤고구마(벌크),,,,,,,8.0,12.0,0.6666666666666666
111093,롯데슈퍼,일반 고구마(저장),특,국내산,소박스,특 소박스 1.5kg,1.0,1.5,,3.0,5.0,8801483775346.0,고구마/BOX,,,,,,,3.0,12.0,0.25
111083,이마트,일반 고구마(저장),특,국내산,소박스,특 소박스 2kg,1.0,2.0,,8.0,16.0,2500000076213.0,밤고구마(2kg/박스),,,,,,,8.0,12.0,0.6666666666666666
111251,"고대중 사장님 고구마 작업 (밤 봉지비품 특,상 5kg 전량)",,,,,,,,,,,,,,,,,,,,,
297249,트레이더스,아보카도,24과,뉴질랜드,봉지,24 봉 8,6.0,1.8,,50.0,549.0,2500000298707.0,뉴질랜드산 아보카도 7-9입,,,,,,,300.0,8.0,37.5
297252,에브리데이,아보카도,30과,뉴질랜드,캡,30 캡 6,4.0,1.1,,45.0,198.0,2500000080326.0,(NZ)아보카도 5~6입/팩,,,,,,,180.0,10.0,18.0
277011,엠패스트,레몬,115과,칠레,벌크,115 벌크,1.0,17.0,,1.0,17.0,5010530.0,레몬115_칠레,,,,,,,1.0,1.0,1.0
277127,롯데슈퍼,레몬,140과,칠레,KCP,140 SB 15,15.0,1.8,,7.0,191.0,2445210000002.0,칠레산레몬/개,,,,,,,105.0,12.0,8.75
277096,트레이더스,레몬,115과,칠레,봉지,115 봉 15,6.0,2.2,,82.0,1077.0,2500000191077.0,칠레산 레몬 2.1kg/봉,,,,,,,492.0,8.0,61.5
293058,트레이더스,멜로골드,23과,,소박스,23 소박스 7,1.0,4.9,"재고 213, 재고확인",60.0,292.0,2500000110597.0,미국산 메로골드자몽 7-9입/박스,,,,,,,60.0,12.0,
293250,롯데슈퍼,멜로골드,32과,미국,KCP,32 SB 10,10.0,5.0,팬시사용,26.0,1300.0,2230840000009.0,미국산메로골드특대/개,,,,,,,260.0,12.0,21.666666666666668
293275,홈플러스마트,멜로골드,36과,미국,봉지,36 봉지 4,6.0,1.8,"재고 15, 팬시사용",21.0,224.0,8809529025370.0,메로골드(미국)_4-5입(봉),,,,,,,126.0,10.0,12.6
293276,홈플러스슈퍼,멜로골드,36과,미국,봉지,36 봉지 4,6.0,1.8,"재고 61, 팬시사용",7.0,75.0,8809529025370.0,메로골드(미국)_4-5입(봉),,,,,,,42.0,10.0,
293238,이마트,멜로골드,40과,미국,봉지,40 봉지 4,6.0,1.6,팬시사용,38.0,365.0,2500000050503.0,미국산 멜로골드자몽 4~5입/봉,,,,,,,228.0,10.0,22.8
272662,트레이더스,오렌지,72과,호주,봉지,72 봉지 12,3.0,3.0,재고 8,190.0,1710.0,2500000026485.0,호주산 오렌지 3kg(봉),,,,,,,570.0,10.0,57.0
279045,롯데마트,라임,200과,멕시코,팩,200 팩 3,6.0,0.3,,15.0,23.0,8801483021351.0,멕시코라임3입/팩,,,,,,,90.0,15.0,6.0
279045,롯데슈퍼,라임,200과,멕시코,팩,200 팩 3,4.0,0.3,,3.0,3.0,8801483021351.0,멕시코산라임3입/팩,,,,,,,12.0,15.0,0.8
279045,에브리데이,라임,200과,멕시코,팩,200 팩 3,4.0,0.3,,6.0,6.0,2500000091933.0,라임(3입/팩),,,,,,,24.0,15.0,1.6
279160,트레이더스,라임,200과,멕시코,봉지,200 봉 12,8.0,1.1,,12.0,101.0,2500000261244.0,멕시코산 라임 1kg(봉),,,,,,,96.0,15.0,6.4
279045,홈플러스슈퍼,라임,200과,멕시코,팩,200 팩 3,3.0,0.3,,7.0,5.0,8801483021351.0,상큼한라임(멕시코산)_3입(팩),,,,,,,21.0,15.0,1.4
279192,롯데마트,라임,200과,멕시코,소벌크,200 소벌크 30,1.0,2.7,,7.0,19.0,2609960000006.0,멕시코라임(벌크),,,,,,,7.0,15.0,0.4666666666666667
261541,노브랜드,제주골드,37과,제주골드,캡,37 캡 5,4.0,0.8,,3.0,9.0,2000000596228.0,제주 골드키위(팩),,,,,,,12.0,22.0,0.5454545454545454
261626,트레이더스,제주골드,48과,제주골드,캡,48 캡 12,6.0,1.5,재고 54,73.0,635.0,2500000113017.0,제스프리 제주골드키위 1.3kg/팩,,,,,,,114.0,22.0,5.181818181818182
261625,롯데슈퍼,제주골드,59과,제주골드,팩,59 캡 8,6.0,0.8,,10.0,47.0,8801483003760.0,제스프리제주골드키위7~10입/팩,,,,,,,60.0,22.0,2.727272727272727
261624,에브리데이,제주골드,59과,제주골드,팩,59 캡 8,6.0,0.8,,26.0,122.0,2500000206320.0,제주 골드키위(팩),,,,,,,156.0,22.0,7.090909090909091
261533,엠패스트,제주골드,59과,제주골드,캡,59 캡 9,6.0,0.9,,2.0,11.0,8801483003760.0,제스프리 제주골드키위 팩,,,,,,,12.0,22.0,0.5454545454545454
261534,홈플러스마트,제주골드,59과,제주골드,캡,59 캡 9,8.0,0.9,재고 5,41.0,289.0,8809048474482.0,제스프리_골드키위(제주)_7-10입(팩),,,,,,,328.0,22.0,14.909090909090908
261540,홈플러스슈퍼,제주골드,59과,제주골드,팩,59 캡 8,6.0,0.8,재고 5,15.0,70.0,8801483023577.0,제주골드키위_7-9입_(팩),,,,,,,90.0,22.0,4.090909090909091
248321,엠패스트,N.Z 키위 골드,52과,골드,캡,52 캡 10,8.0,1.1,,1.0,9.0,5012046.0,제스프리 뉴질랜드 썬골드팩(7~11입),,,,,,,8.0,20.0,0.4
241831,트레이더스,N.Z 키위 그린,72과,그린,캡,72 캡 18,4.0,2.5,재고 28,88.0,880.0,2500000282652.0,뉴질랜드 제스프리 그린키위 2.4kg,,,,,,,352.0,20.0,17.6
241935,롯데슈퍼,N.Z 키위 그린,93과,그린,캡,93 캡 8,4.0,0.9,,35.0,120.0,8801483848057.0,제스프리그린키위7~10입/팩,,,,,,,140.0,20.0,7.0
241936,에브리데이,N.Z 키위 그린,93과,그린,캡,93 캡 8,6.0,0.9,,16.0,83.0,2500000217388.0,그린키위 (팩),,,,,,,96.0,20.0,4.8
246025,이마트,N.Z 키위 그린,93과,그린,캡,93 캡 11,8.0,1.2,재고 4,91.0,859.0,2500000070013.0,제스프리그린키위/팩,,,,,,,728.0,20.0,36.4
246050,홈플러스마트,N.Z 키위 그린,93과,그린,캡,93 캡 10,8.0,1.1,재고 2,28.0,242.0,8809048476677.0,제스프리_그린키위_8-14입(팩),,,,,,,224.0,20.0,11.2
246051,홈플러스슈퍼,N.Z 키위 그린,93과,그린,캡,93 캡 9,4.0,1.0,재고 3,25.0,97.0,8801483775094.0,제스프리그린키위_7-11입(팩),,,,,,,100.0,20.0,5.0
241925,엠패스트,N.Z 키위 그린,104과,그린,팩,104 캡 11,8.0,1.1,,1.0,8.0,5014209.0,제스프리 뉴질랜드 그린키위(7~13입),,,,,,,8.0,20.0,0.4
241931,노브랜드,N.Z 키위 그린,65과,그린,팩,65 팩 6,6.0,0.9,삭제예정,30.0,166.0,2000001440438.0,제스프리 그린키위(팩)jumbo,,,,,,,180.0,20.0,9.0
