품목번호,업체,품목,과수,원산지,포장형태,상품명,입수,단량,제고/예비 생산 수량,수량,중량,바코드,상품명2,작업인원,작업시간,품종,원산지,바코드2,진열기간,입수*수량,작업난도,eta
294707,홈플러스마트,체리,10,캐나다,스티로폼박스,10 스티로폼 600g,1,0.6,8/5 원물 우선 사용,105,63.0,8809640114663,청정체리(캐나다)_600G(박스),,,,,,,105.0,8.0,13.125
294709,트레이더스,체리,9.5,캐나다,캡,9.5 캡 700g,8,0.7,일요일 작업,32,179.0,2500000329098,캐나다산 체리 700g/팩,,,,,,,256.0,8.0,32.0
272677,트레이더스,오렌지,72과,호주,봉지,72 봉지 13,3,3.3,재고 73,170,1658.0,2500000026485,호주산 오렌지 3kg(봉),,,,,,,291.0,8.0,36.375
272677,트레이더스,오렌지,72과,호주,봉지,72 봉지 13,3,3.3,일요일 작업,432,4212.0,2500000026485,호주산 오렌지 3kg(봉),,,,,,,1296.0,8.0,162.0
295194,홈플러스슈퍼,망고,24과,필리핀,팩,24 팩 3,4,0.6,,3,7.0,8801483221508,필리핀망고_3입(팩),,,,,,,,,
296732,트레이더스,자몽,32과,남아공,소박스,32 소박스 8,1,4.0,재고 663,156,624.0,2500000096167,남아공 자몽 7-11입/박스,,,,,,,,,
296732,트레이더스,자몽,32과,남아공,소박스,32 소박스 8,1,4.0,일요일 작업,276,1104.0,2500000096167,남아공 자몽 7-11입/박스,,,,,,,,,
277096,트레이더스,레몬,140과,칠레,봉지,140 봉 18,6,2.2,재고 89,58,762.0,2500000191077,칠레산 레몬 2.1kg/봉,,,,,,,,,
277096,트레이더스,레몬,140과,칠레,봉지,140 봉 18,6,2.2,일요일 작업,100,1314.0,2500000191077,칠레산 레몬 2.1kg/봉,,,,,,,600.0,8.0,75.0
297426,에브리데이,아보카도,18과,페루,캡,18 캡 5,4,1.1,,2,9.0,2500000257575,(P)아보카도대용량(팩),,,,,,,8.0,15.0,0.5333333333333333
297453,트레이더스,아보카도,18과,페루,봉지,18 봉 8,6,1.8,재고 125,44,470.0,2500000284892,페루산 아보카도 7-9입,,,,,,,,,
297453,트레이더스,아보카도,18과,페루,봉지,18 봉 8,6,1.8,일요일 작업,89,951.0,2500000284892,페루산 아보카도 7-9입,,,,,,,48.0,8.0,6.0
247923,홈플러스슈퍼,N.Z 키위 골드,48과,골드,소박스,48 소박스 12,1,1.45,"일요일 예상, 물티슈 1개",1354,1963.3,8809048 475830,,,,,,,,1354.0,9.0,150.44444444444446
279045,노브랜드,라임,200과,멕시코,팩,200 팩 3,4,0.3,,2,2.0,8801483021351,라임 (3입/팩),,,,,,,8.0,15.0,0.5333333333333333
279045,노브랜드,라임,200과,멕시코,팩,200 팩 3,4,0.3,일요일 작업,2,2.0,8801483021351,라임 (3입/팩),,,,,,,8.0,15.0,0.5333333333333333
279045,롯데마트,라임,200과,멕시코,팩,200 팩 3,6,0.3,,4,6.0,8801483021351,멕시코라임3입/팩,,,,,,,24.0,15.0,1.6
279045,롯데슈퍼,라임,200과,멕시코,팩,200 팩 3,4,0.3,,1,1.0,8801483021351,멕시코산라임3입/팩,,,,,,,4.0,15.0,0.2666666666666666
279045,롯데슈퍼,라임,200과,멕시코,팩,200 팩 3,4,0.3,일요일 작업,7,7.0,8801483021351,멕시코산라임3입/팩,,,,,,,28.0,15.0,1.8666666666666667
279160,트레이더스,라임,200과,멕시코,봉지,200 봉 12,8,1.1,,9,76.0,2500000261244,멕시코산 라임 1kg(봉),,,,,,,72.0,15.0,4.8
279160,트레이더스,라임,200과,멕시코,봉지,200 봉 12,8,1.1,일요일 작업,19,160.0,2500000261244,멕시코산 라임 1kg(봉),,,,,,,152.0,15.0,10.133333333333333
279045,홈플러스슈퍼,라임,200과,멕시코,팩,200 팩 3,3,0.3,,1,1.0,8801483021351,상큼한라임(멕시코산)_3입(팩),,,,,,,3.0,15.0,0.2
279192,롯데마트,라임,200과,멕시코,소벌크,200 소벌크 30,1,2.7,,3,8.0,2609960000006,멕시코라임(벌크),,,,,,,3.0,15.0,0.2
241923,롯데슈퍼,N.Z 키위 그린,104과,그린,팩,104 팩 9,4,0.9,,3,10.0,8801483848057,제스프리그린키위7~10입/팩,,,,,,,12.0,20.0,0.6
241923,롯데슈퍼,N.Z 키위 그린,104과,그린,팩,104 팩 9,4,0.9,일요일 작업,32,111.0,8801483848057,제스프리그린키위7~10입/팩,,,,,,,128.0,20.0,6.4
241924,에브리데이,N.Z 키위 그린,104과,그린,팩,104 팩 9,6,0.9,,1,5.0,2500000217388,그린키위 (팩),,,,,,,6.0,20.0,0.3
234514,홈플러스마트,N.Z 키위 그린,104과,그린,팩,104 캡 11,8,1.1,,7,59.0,8809048476677,제스프리_그린키위_8-14입(팩),,,,,,,56.0,20.0,2.8
246056,홈플러스슈퍼,N.Z 키위 그린,104과,그린,팩,104 캡 10,4,1.0,,3,12.0,8801483775094,제스프리그린키위_7-11입(팩),,,,,,,12.0,20.0,0.6
241979,이마트,N.Z 키위 그린,93과,그린,캡,93 캡 7,8,0.8,후숙 원물,2,12.0,2500000303517,맛있는 후숙 그린키위 (6~8입/팩),,,,,,,16.0,20.0,0.8
241979,이마트,N.Z 키위 그린,93과,그린,캡,93 캡 7,8,0.8,일요일 작업,6,36.0,2500000303517,맛있는 후숙 그린키위 (6~8입/팩),,,,,,,48.0,20.0,2.4
241347,이마트,N.Z 키위 그린,85과,그린,캡,85 캡 10,8,1.2,재고 2,18,170.0,2500000070013,제스프리그린키위/팩,,,,,,,144.0,20.0,7.2
241347,이마트,N.Z 키위 그린,85과,그린,캡,85 캡 10,8,1.2,일요일 작업,47,444.0,2500000070013,제스프리그린키위/팩,,,,,,,376.0,20.0,18.8
270047,이마트,N.Z 키위 그린,85과,,캡,85 캡 5 + 48 캡 5,8,1.2,일요일 작업,7,67.0,2500000229084,제스프리 키위 반반팩(8-15입),,,,,,,56.0,20.0,2.8
241931,노브랜드,N.Z 키위 그린,65과,그린,팩,65 팩 6,6,0.9,,4,22.0,2000001440438,제스프리 그린키위(팩)jumbo,,,,,,,24.0,20.0,1.2
241931,노브랜드,N.Z 키위 그린,65과,그린,팩,65 팩 6,6,0.9,일요일 작업,4,22.0,2000001440438,제스프리 그린키위(팩)jumbo,,,,,,,24.0,20.0,1.2
241831,트레이더스,N.Z 키위 그린,72과,그린,캡,72 캡 18,4,2.5,재고 220,56,560.0,2500000282652,뉴질랜드 제스프리 그린키위 2.4kg,,,,,,,,,
241831,트레이더스,N.Z 키위 그린,72과,그린,캡,72 캡 18,4,2.5,일요일 작업,80,800.0,2500000282652,뉴질랜드 제스프리 그린키위 2.4kg,,,,,,,,,
242242,롯데마트,N.Z 키위 그린 유기농,85과,그린,캡,유) 85 팩 4,8,0.5,,1,4.0,430001117825,제스프리유기농그린키위(4-5입/팩),,,,,,,8.0,20.0,0.4
242248,이마트,N.Z 키위 그린 유기농,85과,그린,팩,유) 85 팩 4,10,0.5,,2,9.0,1500000043162,유기농제스프리그린키위(팩),,,,,,,20.0,20.0,1.0
242248,이마트,N.Z 키위 그린 유기농,85과,그린,팩,유) 85 팩 4,10,0.5,일요일 작업,5,24.0,1500000043162,유기농제스프리그린키위(팩),,,,,,,50.0,20.0,2.5
248135,이마트,N.Z 키위 골드,48과,골드,캡,48 캡 10,8,1.2,재고 16,10,97.0,2500000070020,제스프리 썬골드키위/팩,,,,,,,,,
248135,이마트,N.Z 키위 골드,48과,골드,캡,48 캡 10,8,1.2,일요일 작업,65,629.0,2500000070020,제스프리 썬골드키위/팩,,,,,,,520.0,25.0,20.8
248370,노브랜드,N.Z 키위 골드,37과,골드,캡,37 캡 6,4,0.9,,5,19.0,2000001241097,제스프리골드키위(팩)JUMBO,,,,,,,20.0,25.0,0.8
248370,노브랜드,N.Z 키위 골드,37과,골드,캡,37 캡 6,4,0.9,일요일 작업,2,8.0,2000001241097,제스프리골드키위(팩)JUMBO,,,,,,,8.0,25.0,0.32
