품목번호,업체,품목,과수,원산지,포장형태,상품명,입수,단량,제고/예비 생산 수량,수량,중량,바코드,상품명2,작업인원,작업시간,품종,원산지,바코드2,진열기간,입수*수량,작업난도,eta
293270,이마트,멜로골드,36과,미국,봉지,36 봉지 4,6.0,1.8,일요일 작업,83.0,886.0,2500000050503.0,미국산 멜로골드자몽 4~5입/봉,,,,,,,498.0,9.0,55.333333333333336
293078,트레이더스,멜로골드,27과,미국,소박스,27 소박스 8,1.0,4.7,재고 881,51.0,242.0,2500000110597.0,미국산 메로골드자몽 7-9입/박스,,,,,,,,,
293078,트레이더스,멜로골드,27과,미국,소박스,27 소박스 8,1.0,4.7,일요일 작업,158.0,749.0,2500000110597.0,미국산 메로골드자몽 7-9입/박스,,,,,,,,,
272662,트레이더스,오렌지,72과,호주,봉지,72 봉지 12,3.0,3.0,재고 101,23.0,207.0,2500000026485.0,호주산 오렌지 3kg(봉),,,,,,,,,
272662,트레이더스,오렌지,72과,호주,봉지,72 봉지 12,3.0,3.0,일요일 작업,53.0,477.0,2500000026485.0,호주산 오렌지 3kg(봉),,,,,,,,,
279045,노브랜드,라임,200과,멕시코,팩,200 팩 3,4.0,0.3,,6.0,6.0,8801483021351.0,라임 (3입/팩),,,,,,,24.0,15.0,1.6
279045,롯데마트,라임,200과,멕시코,팩,200 팩 3,6.0,0.3,,9.0,14.0,8801483021351.0,멕시코라임3입/팩,,,,,,,54.0,15.0,3.6
279045,롯데슈퍼,라임,200과,멕시코,팩,200 팩 3,4.0,0.3,,4.0,4.0,8801483021351.0,멕시코산라임3입/팩,,,,,,,16.0,15.0,1.0666666666666669
279045,롯데슈퍼,라임,200과,멕시코,팩,200 팩 3,4.0,0.3,일요일 작업,4.0,4.0,8801483021351.0,멕시코산라임3입/팩,,,,,,,16.0,15.0,1.0666666666666669
279045,에브리데이,라임,200과,멕시코,팩,200 팩 3,4.0,0.3,,2.0,2.0,2500000091933.0,라임(3입/팩),,,,,,,8.0,15.0,0.5333333333333333
279160,트레이더스,라임,200과,멕시코,봉지,200 봉 12,8.0,1.1,,12.0,101.0,2500000261244.0,멕시코산 라임 1kg(봉),,,,,,,96.0,15.0,6.4
279160,트레이더스,라임,200과,멕시코,봉지,200 봉 12,8.0,1.1,일요일 작업,16.0,134.0,2500000261244.0,멕시코산 라임 1kg(봉),,,,,,,128.0,15.0,8.533333333333333
279045,홈플러스슈퍼,라임,200과,멕시코,팩,200 팩 3,3.0,0.3,,3.0,2.0,8801483021351.0,상큼한라임(멕시코산)_3입(팩),,,,,,,9.0,15.0,0.6
279192,롯데마트,라임,200과,멕시코,소벌크,200 소벌크 30,1.0,2.7,,4.0,11.0,2609960000006.0,멕시코라임(벌크),,,,,,,4.0,15.0,0.2666666666666666
261625,롯데슈퍼,제주골드,59과,제주골드,팩,59 캡 8,6.0,0.8,,7.0,33.0,8801483003760.0,제스프리제주골드키위7~10입/팩,,,,,,,42.0,20.0,2.1
261625,롯데슈퍼,제주골드,59과,제주골드,팩,59 캡 8,6.0,0.8,일요일 작업,21.0,98.0,8801483003760.0,제스프리제주골드키위7~10입/팩,,,,,,,126.0,20.0,6.3
261534,홈플러스마트,제주골드,59과,제주골드,캡,59 캡 9,8.0,0.9,,15.0,106.0,8809048474482.0,제스프리_골드키위(제주)_7-10입(팩),,,,,,,120.0,20.0,6.0
261540,홈플러스슈퍼,제주골드,59과,제주골드,팩,59 캡 8,6.0,0.8,,24.0,112.0,8801483023577.0,제주골드키위_7-9입_(팩),,,,,,,144.0,20.0,7.2
261624,에브리데이,제주골드,59과,제주골드,팩,59 캡 8,6.0,0.8,,18.0,84.0,2500000206320.0,제주 골드키위(팩),,,,,,,108.0,20.0,5.4
261541,노브랜드,제주골드,37과,제주골드,캡,37 캡 5,4.0,0.8,,52.0,162.0,2000000596228.0,제주 골드키위(팩),,,,,,,208.0,20.0,10.4
261626,트레이더스,제주골드,48과,제주골드,캡,48 캡 12,6.0,1.5,재고 259,98.0,853.0,2500000113017.0,제스프리 제주골드키위 1.3kg/팩,,,,,,,,,
261626,트레이더스,제주골드,48과,제주골드,캡,48 캡 12,6.0,1.5,일요일 작업,134.0,1166.0,2500000113017.0,제스프리 제주골드키위 1.3kg/팩,,,,,,,,,
244021,홈플러스마트,N.Z 키위 그린,85과,그린,캡,85 캡 9,8.0,1.1,,31.0,263.0,8809048476677.0,제스프리_그린키위_8-14입(팩),,,,,,,248.0,18.0,13.77777777777778
244022,홈플러스슈퍼,N.Z 키위 그린,85과,그린,캡,85 캡 8,4.0,0.9,,21.0,79.0,8801483775094.0,제스프리그린키위_7-11입(팩),,,,,,,84.0,18.0,4.666666666666667
241944,롯데슈퍼,N.Z 키위 그린,85과,그린,캡,85 캡 7,4.0,0.8,,22.0,72.0,8801483848057.0,제스프리그린키위7~10입/팩,,,,,,,88.0,18.0,4.888888888888889
241944,롯데슈퍼,N.Z 키위 그린,85과,그린,캡,85 캡 7,4.0,0.8,일요일 작업,41.0,134.0,8801483848057.0,제스프리그린키위7~10입/팩,,,,,,,164.0,18.0,9.11111111111111
241768,에브리데이,N.Z 키위 그린,85과,그린,캡,85 캡 7,6.0,0.8,,10.0,49.0,2500000217388.0,그린키위 (팩),,,,,,,60.0,18.0,3.333333333333333
241931,노브랜드,N.Z 키위 그린,65과,그린,팩,65 팩 6,6.0,0.9,,29.0,160.0,2000001440438.0,제스프리 그린키위(팩)jumbo,,,,,,,174.0,18.0,9.666666666666666
234271,홈플러스마트,참다래 레드,135과,국내산,캡,135 캡 12,6.0,0.9,,48.0,256.0,8801483632656.0,잘익은_고당도레드키위_8-13입(팩),,,,,,,288.0,10.0,28.8
234299,홈플러스슈퍼,참다래 레드,135과,국내산,캡,135 캡 12,4.0,0.9,,20.0,72.0,8801483632656.0,잘익은_고당도레드키위_8-13입(팩),,,,,,,80.0,10.0,8.0
234279,에브리데이,참다래 레드,135과,국내산,캡,135 캡 12,6.0,0.9,,4.0,21.0,8801483632656.0,레드키위(팩),,,,,,,24.0,10.0,2.4
234322,롯데마트,참다래 레드,105과,국내산,캡,105 캡 9,8.0,0.9,,9.0,62.0,8801482368525.0,국산레드키위,,,,,,,72.0,10.0,7.2
234332,롯데슈퍼,참다래 레드,105과,국내산,캡,105 캡 9,5.0,0.9,,3.0,13.0,8801482368525.0,제주레드키위9-13입/팩,,,,,,,15.0,10.0,1.5
234332,롯데슈퍼,참다래 레드,105과,국내산,캡,105 캡 9,5.0,0.9,일요일 작업,3.0,13.0,8801482368525.0,제주레드키위9-13입/팩,,,,,,,15.0,10.0,1.5
234136,이마트,참다래 레드,95과,국내산,캡,95 캡 8,8.0,0.8,,40.0,269.0,2500000142369.0,제주 레드키위 6-11입/팩,,,,,,,320.0,10.0,32.0
234136,이마트,참다래 레드,95과,국내산,캡,95 캡 8,8.0,0.8,일요일 작업,26.0,175.0,2500000142369.0,제주 레드키위 6-11입/팩,,,,,,,208.0,10.0,20.8
111185,홈플러스마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,13.0,104.0,8809172890042.0,고구마_1KG(봉),,,,,,,104.0,12.0,8.666666666666666
111251,롯데마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,19.0,152.0,8801483775322.0,햇밤고구마(1kg/봉),,,,,,,152.0,12.0,12.666666666666666
111253,롯데슈퍼,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,5.0,40.0,8801483775322.0,고구마1KG,,,,,,,40.0,12.0,3.333333333333333
111253,롯데슈퍼,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,일요일 작업,8.0,64.0,8801483775322.0,고구마1KG,,,,,,,64.0,12.0,5.333333333333333
111238,이마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,12.0,1.0,,9.0,108.0,2500000274824.0,밤고구마(1kg/봉),,,,,,,108.0,12.0,9.0
111238,이마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,12.0,1.0,일요일 작업,8.0,96.0,2500000274824.0,밤고구마(1kg/봉),,,,,,,96.0,12.0,8.0
111093,롯데슈퍼,일반 고구마(저장),특,국내산,소박스,특 소박스 1.5kg,1.0,1.5,,2.0,3.0,8801483775346.0,고구마/BOX,,,,,,,2.0,12.0,0.1666666666666666
111093,롯데슈퍼,일반 고구마(저장),특,국내산,소박스,특 소박스 1.5kg,1.0,1.5,일요일 작업,3.0,5.0,8801483775346.0,고구마/BOX,,,,,,,3.0,12.0,0.25
111106,홈플러스마트,일반 고구마(저장),특,국내산,소박스,특 소박스 2kg,1.0,2.0,,90.0,180.0,8809048243248.0,해남땅끝고구마_2KG(박스),,,,,,,90.0,12.0,7.5
111083,이마트,일반 고구마(저장),특,국내산,소박스,특 소박스 2kg,1.0,2.0,,18.0,36.0,2500000076213.0,밤고구마(2kg/박스),,,,,,,18.0,12.0,1.5
111083,이마트,일반 고구마(저장),특,국내산,소박스,특 소박스 2kg,1.0,2.0,일요일 작업,13.0,26.0,2500000076213.0,밤고구마(2kg/박스),,,,,,,13.0,12.0,1.0833333333333333
111243,홈플러스마트,일반 고구마(저장),중,국내산,봉지,중 봉지 1kg,8.0,1.0,,5.0,40.0,8807839013162.0,한입고구마_1KG(봉),,,,,,,40.0,12.0,3.333333333333333
111086,롯데마트,일반 고구마(저장),중,국내산,봉지,중 봉지 700g,10.0,0.7,,2.0,14.0,400312650007.0,한입밤고구마(700g/봉),,,,,,,20.0,12.0,1.6666666666666667
105144,홈플러스마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,18.0,144.0,8809172890059.0,호박고구마_1KG봉,,,,,,,144.0,12.0,12.0
117016,롯데슈퍼,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,6.0,48.0,8801483775339.0,호박고구마1KG,,,,,,,48.0,12.0,4.0
117016,롯데슈퍼,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,일요일 작업,13.0,104.0,8801483775339.0,호박고구마1KG,,,,,,,104.0,12.0,8.666666666666666
1050021,롯데마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8.0,1.0,,15.0,120.0,8801483775339.0,햇호박고구마(1kg/봉),,,,,,,120.0,12.0,10.0
108045,이마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,12.0,1.0,,92.0,1104.0,2500000274831.0,호박고구마(1kg/봉),,,,,,,1104.0,12.0,92.0
108045,이마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,12.0,1.0,일요일 작업,80.0,960.0,2500000274831.0,호박고구마(1kg/봉),,,,,,,960.0,12.0,80.0
108044,이마트,호박 고구마(저장),중,국내산,봉지,중 봉지 1kg,12.0,1.0,,5.0,60.0,2500000291333.0,한입 호박 고구마(1kg/봉),,,,,,,60.0,12.0,5.0
108044,이마트,호박 고구마(저장),중,국내산,봉지,중 봉지 1kg,12.0,1.0,일요일 작업,5.0,60.0,2500000291333.0,한입 호박 고구마(1kg/봉),,,,,,,60.0,12.0,5.0
105075,롯데마트,호박 고구마(저장),중,국내산,봉지,중 봉지 700g,8.0,0.7,,5.0,28.0,400267040007.0,한입호박고구마(700g/봉),,,,,,,40.0,12.0,3.333333333333333
111251,"고대중 사장님 고구마 작업 (밤 봉지비품 특,상 5kg 전량)",,,,,,,,,,,,,,,,,,,,,
