품목번호,업체,품목,과수,원산지,포장형태,상품명,입수,단량,제고/예비 생산 수량,수량,중량,바코드,상품명2,작업인원,작업시간,품종,원산지,바코드2,진열기간,입수*수량,작업난도,eta
231987,홈플러스슈퍼,참다래 그린,155과,국내산,캡,155과 캡 13입,5,0.8,,12,50.0,8809144993078,국산그린키위_9-13입(팩),,,,,,,60.0,12.0,5.0
231862,에브리데이,참다래 그린,135과,국내산,캡,135 캡 11,6,0.8,,30,146.0,2500000206955,제주참다래(팩),,,,,,,180.0,12.0,15.0
231893,홈플러스마트,참다래 그린,115과,국내산,캡,115 캡 13,8,1.1,,5,45.0,8809919990035,국산_그린키위_9-13입(팩),,,,,,,40.0,12.0,3.333333333333333
297415,도매,참다래 그린,155과,국내산,캡,155 캡 16 (1품),1,1.0322580645161297,"예상 숫자
 ""참다래(키위) 1kg 팩""
스티커 부착",600,619.3548387096778,"DA-1000, NZ 골드박스에 3입씩 담기",,,,,,,,600.0,12.0,50.0
248135,이마트,N.Z 키위 골드,41과,골드,캡,41 캡 8,8,1.2,예비 480(48과 10입),1112,10764.0,2500000070020,제스프리 썬골드키위/팩,,,,,,,5056.0,24.0,210.66666666666663
277563,트레이더스,레몬,115과,미국,봉지,115 봉 15,6,2.2,재고 225,118,1572.0,2500000191046,미국산 레몬 15-19입/봉,,,,,,,708.0,,
277586,롯데슈퍼,레몬,140과,미국,봉지,140 봉 2,6,0.2,,16,23.0,8801483219314,미국산레몬2입/봉,,,,,,,96.0,8.0,12.0
297453,트레이더스,아보카도,18과,페루,봉지,18 봉 8,6,1.8,예비 164,117,1250.0,2500000284892,페루산 아보카도 7-9입,,,,,,,702.0,,
297473,롯데슈퍼,아보카도,20과,페루,팩,20 봉 2,8,0.4,,10,32.0,8801483219147,페루산아보카도2입/봉,,,,,,,80.0,8.0,10.0
297415,에브리데이,아보카도,20과,페루,캡,20 캡 5,4,1.0,예비 60,60,240.0,2500000257575,(P)아보카도대용량(팩),,,,,,,240.0,,
279044,롯데마트,라임,175과,멕시코,팩,175 팩 3,6,0.3,,10,18.0,8801483021351,멕시코라임3입/팩,,,,,,,60.0,15.0,4.0
279126,롯데슈퍼,라임,175과,멕시코,팩,175 팩 3,4,0.3,,3,4.0,8801483021351,멕시코산라임3입/팩,,,,,,,12.0,15.0,0.8
279129,에브리데이,라임,175과,멕시코,팩,175 팩 3,4,0.3,,6,7.0,2500000091933,라임(3입/팩),,,,,,,24.0,15.0,1.6
279044,홈플러스슈퍼,라임,175과,멕시코,팩,175 팩 3,3,0.3,,3,3.0,8801483021351,상큼한라임(멕시코산)_3입(팩),,,,,,,9.0,15.0,0.6
279159,트레이더스,라임,175과,멕시코,봉지,175 봉 10,8,1.0,,17,136.0,2500000261244,멕시코산 라임 1kg(봉),,,,,,,136.0,15.0,9.066666666666666
279192,롯데마트,라임,200과,멕시코,소벌크,200 소벌크 30,1,2.7,,12,32.0,2609960000006,멕시코라임(벌크),,,,,,,12.0,15.0,0.8
111185,홈플러스마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8,1.0,,29,232.0,8809172890042,꿀고구마_1KG(봉),,,,,,,232.0,12.0,19.33333333333333
111238,이마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,12,1.0,,39,468.0,2500000274824,밤고구마(1kg/봉),,,,,,,468.0,12.0,39.0
111251,롯데마트,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8,1.0,,76,608.0,430001161293,밤고구마(1kg/봉),,,,,,,608.0,12.0,50.66666666666666
111253,롯데슈퍼,일반 고구마(저장),상,국내산,봉지,상 봉지 1kg,8,1.0,,17,136.0,8801483775322,고구마1KG,,,,,,,136.0,12.0,11.333333333333334
111105,롯데마트,일반 고구마(저장),특,국내산,소박스,특 소박스 1.5kg,1,1.5,,230,345.0,400331700004,밤고구마(1.5KG/박스),,,,,,,230.0,12.0,19.166666666666668
111093,롯데슈퍼,일반 고구마(저장),특,국내산,소박스,특 소박스 1.5kg,1,1.5,,124,186.0,2270140000002,고구마/BOX,,,,,,,124.0,12.0,10.333333333333334
111106,홈플러스마트,일반 고구마(저장),특,국내산,소박스,특 소박스 2kg,1,2.0,,335,670.0,8809048243248,해남땅끝고구마_2KG(박스),,,,,,,335.0,12.0,27.916666666666668
111083,이마트,일반 고구마(저장),특,국내산,소박스,특 소박스 2kg,1,2.0,,20,40.0,2500000076213,밤고구마(2kg/박스),,,,,,,20.0,12.0,1.6666666666666667
296955,트레이더스,자몽,40과,이스라엘,소박스,40 소박스 10,1,4.0,재고 322,240,960.0,2500000337727,이스라엘 자몽 7-11입/박스,,,,,,,240.0,,
108044,이마트,호박 고구마(저장),중,국내산,봉지,중 봉지 1kg,12,1.0,,1,12.0,2500000291333,한입 호박 고구마(1kg/봉),,,,,,,12.0,12.0,1.0
105144,홈플러스마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8,1.0,,7,56.0,8809172890059,호박고구마_1KG봉,,,,,,,56.0,12.0,4.666666666666667
105169,롯데마트,호박 고구마(저장),특,국내산,봉지,특 봉지 1kg,8,1.0,,32,256.0,430001162412,호박고구마(1kg/봉),,,,,,,256.0,12.0,21.33333333333333
117016,롯데슈퍼,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,8,1.0,,10,80.0,8801483775339,호박고구마1KG,,,,,,,80.0,12.0,6.666666666666667
108045,이마트,호박 고구마(저장),상,국내산,봉지,상 봉지 1kg,12,1.0,,164,1968.0,2500000274831,호박고구마(1kg/봉),,,,,,,1968.0,12.0,164.0
111237,이마트,일반 고구마(저장),중,국내산,봉지,중 봉지 1kg,12,1.0,,28,336.0,2500000291326,한입 밤고구마(1kg/봉),,,,,,,336.0,12.0,28.0
111243,홈플러스마트,일반 고구마(저장),중,국내산,봉지,중 봉지 1kg,8,1.0,,18,144.0,8807839013162,한입고구마_1KG(봉),,,,,,,144.0,12.0,12.0
